actual,oof_predictions,meta_predictions,oof_residuals,meta_residuals
5197256.0,4055983.5,4001880.775539244,1141272.5,1195375.224460756
5556308.0,4501038.5,4309373.451624241,1055269.5,1246934.5483757593
5971663.0,7518767.5,7433604.641361488,-1547104.5,-1461941.641361488
5988106.0,6648545.5,6669212.860858392,-660439.5,-681106.860858392
6271037.0,7078447.5,7084707.435405373,-807410.5,-813670.4354053726
6611933.0,7588233.0,7605115.946787661,-976300.0,-993182.9467876609
6443213.0,6084435.0,5975640.585976262,358778.0,467572.41402373835
5210495.0,6419338.0,6412477.941041104,-1208843.0,-1201982.9410411036
6335177.0,7166654.5,7174786.180484479,-831477.5,-839609.1804844793
6993061.0,5966032.5,5765015.401011949,1027028.5,1228045.5989880506
7428718.0,5927756.0,5951196.106548915,1500962.0,1477521.8934510853
1782873.0,8210364.0,8104753.765811423,-6427491.0,-6321880.765811423
3830585.0,4407167.5,4256256.40622895,-576582.5,-425671.40622895025
3872274.0,4147733.75,4083955.6314838827,-275459.75,-211681.63148388267
3739815.0,4270436.0,4108663.445931778,-530621.0,-368848.4459317778
3822433.0,4579852.0,4534686.984216332,-757419.0,-712253.9842163324
4204366.0,4752474.0,4682015.910842728,-548108.0,-477649.91084272787
4241787.0,4559443.0,4437044.566746827,-317656.0,-195257.56674682721
4333706.0,4556238.0,4374524.413223167,-222532.0,-40818.41322316695
4864460.0,5852538.0,5775839.870453483,-988078.0,-911379.8704534834
4912144.0,5067093.0,5031813.685441779,-154949.0,-119669.68544177897
2056957.0,5781603.5,5658593.827907894,-3724646.5,-3601636.827907894
3966058.0,3206720.75,3165922.8086951827,759337.25,800135.1913048173
3578125.0,2895404.75,2817394.0724191726,682720.25,760730.9275808274
3484843.0,3244976.0,3173956.8114582025,239867.0,310886.18854179746
3559288.0,2894413.5,2890821.90405096,664874.5,668466.0959490398
4065090.0,3290297.25,3272786.2233065525,774792.75,792303.7766934475
4142265.0,2992575.5,2931369.043223696,1149689.5,1210895.9567763042
4105887.0,3365537.5,3297010.0375413797,740349.5,808876.9624586203
4330127.0,3662441.5,3694329.5962089715,667685.5,635797.4037910285
4413067.0,3123497.25,3157323.851444891,1289569.75,1255743.1485551088
2406418.0,3365537.5,3297001.9707550625,-959119.5,-890583.9707550625
1705785.0,1978595.875,1944331.2992657814,-272810.875,-238546.29926578142
1810621.0,2060880.375,1923790.2264814142,-250259.375,-113169.22648141417
1878689.0,2459521.75,2381883.6972167054,-580832.75,-503194.6972167054
1933852.0,2459521.75,2422116.1477677915,-525669.75,-488264.1477677915
2110766.0,2526944.25,2387127.250510466,-416178.25,-276361.2505104658
2015947.0,3335926.25,3256018.505098335,-1319979.25,-1240071.505098335
2264035.0,2285296.25,2194487.8770061587,-21261.25,69547.1229938413
2454113.0,3072740.75,2997682.7778805117,-618627.75,-543569.7778805117
2565512.0,4313365.0,4231349.062323248,-1747853.0,-1665837.062323248
1164263.0,3503588.75,3456904.4208123707,-2339325.75,-2292641.4208123707
1234399.0,1014394.0625,1011219.8294212928,220004.9375,223179.17057870724
1202482.0,1150189.375,1176598.333211783,52292.625,25883.666788216913
1214570.0,1580666.5,1580653.467751114,-366096.5,-366083.46775111393
1179848.0,2293442.0,2203149.81823892,-1113594.0,-1023301.8182389201
1349275.0,2279265.75,2188733.7879327643,-929990.75,-839458.7879327643
1405998.0,1911096.75,1811441.8616277608,-505098.75,-405443.8616277608
1470233.0,1844130.875,1871003.7208444674,-373897.875,-400770.7208444674
1459292.0,2020413.875,1906841.3578902648,-561121.875,-447549.35789026483
1529183.0,1778673.375,1722384.5114065357,-249490.375,-193201.51140653575
1435153.0,2433567.0,2346230.0008815504,-998414.0,-911077.0008815504
1494187.0,2804412.75,2827615.8306459147,-1310225.75,-1333428.8306459147
1589607.0,2332047.25,2242701.1810839907,-742440.25,-653094.1810839907
1797397.0,2283481.75,2308284.940410251,-486084.75,-510887.9404102508
1911212.0,1693299.125,1624652.6493817512,217912.875,286559.3506182488
1979436.0,3033355.5,2916422.1230778256,-1053919.5,-936986.1230778256
2017825.0,2865471.5,2738205.39746799,-847646.5,-720380.3974679899
1843751.0,5280569.5,5250274.959290189,-3436818.5,-3406523.9592901887
2030847.0,4072706.5,4009182.4283997472,-2041859.5,-1978335.4283997472
2295796.0,4686918.0,4704615.744418406,-2391122.0,-2408819.744418406
2348709.0,4007626.75,4027778.0384915746,-1658917.75,-1679069.0384915746
805360.0,3891853.5,3910414.2275115405,-3086493.5,-3105054.2275115405
7887451.0,7508708.5,7522615.45113878,378742.5,364835.54886121955
7718261.0,8145093.5,8151496.078406918,-426832.5,-433235.07840691786
7750871.0,9019167.0,9028626.710370308,-1268296.0,-1277755.7103703078
8199175.0,9115387.0,9161470.930344468,-916212.0,-962295.930344468
11981763.0,7548948.5,7543668.421164899,4432814.5,4438094.578835101
11651144.0,7548948.5,7563778.880603594,4102195.5,4087365.119396406
11776860.0,8261957.5,8236997.510651157,3514902.5,3539862.4893488428
12182123.0,8362436.0,8357413.507931777,3819687.0,3824709.4920682227
12117431.0,7933121.5,7955721.083261619,4184309.5,4161709.9167383807
6843417.0,7094217.0,7097551.626390974,-250800.0,-254134.62639097404
408237.0,1151612.5,1135871.8469185855,-743375.5,-727634.8469185855
410494.0,1331018.125,1311616.7426261855,-920524.125,-901122.7426261855
406807.0,1461806.125,1447027.3557856232,-1054999.125,-1040220.3557856232
433882.0,1332859.75,1406220.1734118476,-898977.75,-972338.1734118476
463620.0,675633.125,640179.7171283994,-212013.125,-176559.7171283994
429537.0,710324.4375,580455.7460121076,-280787.4375,-150918.7460121076
479080.0,445581.1875,395208.517058282,33498.8125,83871.48294171802
488009.0,-227972.515625,-409813.65083864494,715981.515625,897822.650838645
507424.0,719372.3125,637369.4596405693,-211948.3125,-129945.45964056929
196377.0,628082.75,550384.7022617487,-431705.75,-354007.7022617487
856851.0,1050748.25,944476.215040103,-193897.25,-87625.21504010295
879049.0,1069277.625,1060295.962774605,-190228.625,-181246.96277460502
855679.0,1776958.375,1684849.8397221742,-921279.375,-829170.8397221742
956327.0,1327893.25,1222982.5466811992,-371566.25,-266655.5466811992
1119235.0,1781977.75,1680929.8604886155,-662742.75,-561694.8604886155
1183443.0,2106725.75,2109870.190189464,-923282.75,-926427.190189464
1225305.0,1178898.625,1185399.7033869138,46406.375,39905.29661308625
1296905.0,1790551.875,1775717.896473859,-493646.875,-478812.896473859
1337620.0,2104355.75,2108201.429742395,-766735.75,-770581.429742395
677447.0,2106725.75,2009483.9140963953,-1429278.75,-1332036.9140963953
2088011.0,2478455.5,2516676.1445243955,-390444.5,-428665.14452439547
2077611.0,2440235.75,2507664.5892977337,-362624.75,-430053.58929773374
2067215.0,2357250.75,2397719.003419332,-290035.75,-330504.0034193322
2062207.0,2477773.0,2494544.377048303,-415566.0,-432337.3770483029
2528170.0,2492240.5,2507329.4047010993,35929.5,20840.595298900735
2565695.0,2647612.25,2565229.4328591498,-81917.25,465.5671408502385
2417871.0,2647612.25,2565252.0881399508,-229741.25,-147381.08813995076
2733464.0,2482792.25,2397155.5462587057,250671.75,336308.45374129433
2881127.0,2477464.5,2505584.6192752635,403662.5,375542.3807247365
1902634.0,2540573.0,2571139.2787226983,-637939.0,-668505.2787226983
847302.0,470111.46875,529742.9300028472,377190.53125,317559.0699971528
893810.0,659897.875,689623.4710023415,233912.125,204186.52899765852
515240.0,461706.65625,490800.5289763792,53533.34375,24439.471023620805
6250748.0,6259029.0,6317376.402173445,-8281.0,-66628.40217344463
6618837.0,6094601.0,6151538.546014663,524236.0,467298.45398533717
6917967.0,6376708.5,6468227.883678188,541258.5,449739.1163218124
6432891.0,6838289.0,6976957.425946039,-405398.0,-544066.4259460391
6315499.0,6409952.5,6500839.626926673,-94453.5,-185340.62692667264
7617426.0,6838289.0,6838339.52255955,779137.0,779086.4774404503
7925542.0,6295021.0,6284246.937906269,1630521.0,1641295.062093731
8210728.0,6174191.5,6161039.925755904,2036536.5,2049688.074244096
7888370.0,5523528.0,5628193.544488627,2364842.0,2260176.4555113725
2881380.0,7144047.0,7235984.049436585,-4262667.0,-4354604.049436585
10188021.0,7894818.0,7891875.2270768145,2293203.0,2296145.7729231855
10565610.0,8843666.0,9015197.863056295,1721944.0,1550412.1369437054
3906580.0,8609253.0,8778033.883187234,-4702673.0,-4871453.883187234
2644172.0,3261421.0,3315516.068399545,-617249.0,-671344.0683995448
2783540.0,4089768.0,4077593.6998880245,-1306228.0,-1294053.6998880245
1841585.0,3260623.0,3188652.7447308833,-1419038.0,-1347067.7447308833
2367984.0,4711471.5,4446036.5896667065,-2343487.5,-2078052.5896667065
2487847.0,3363956.25,3403949.722945458,-876109.25,-916102.7229454578
2564414.0,2833429.0,2533148.1771326787,-269015.0,31265.822867321316
2632144.0,2846171.75,2676014.282791596,-214027.75,-43870.282791595906
5721703.0,5100198.5,5067284.353203264,621504.5,654418.6467967359
6073990.0,4482603.0,4502103.6702581365,1591387.0,1571886.3297418635
6325748.0,4848353.0,4810420.320252313,1477395.0,1515327.6797476867
5219769.0,6075345.5,6125192.160945177,-855576.5,-905423.1609451771
5421948.0,5626910.0,5533560.911798472,-204962.0,-111612.91179847158
5762217.0,6075121.5,5970840.457070924,-312904.5,-208623.45707092434
5883139.0,5660762.5,5710614.318520725,222376.5,172524.68147927523
3773635.0,3570339.25,3443564.063481295,203295.75,330070.936518705
4070779.0,4041100.75,3988037.8484444744,29678.25,82741.1515555256
3787817.0,3785664.75,3871271.053878281,2152.25,-83454.0538782808
3930928.0,3591243.25,3679704.132329395,339684.75,251223.86767060496
12948091.0,13722946.0,13856260.053038953,-774855.0,-908169.0530389529
14443143.0,14465294.0,14504988.347402114,-22151.0,-61845.34740211442
14654282.0,13815851.0,13791579.606536988,838431.0,862702.3934630118
14750287.0,14301768.0,14451381.514792487,448519.0,298905.485207513
15917265.0,13697905.0,13727008.930252168,2219360.0,2190256.0697478317
16796384.0,14630511.0,14649899.496916302,2165873.0,2146484.5030836985
18055838.0,13885807.0,13890351.532821408,4170031.0,4165486.4671785925
18249084.0,10812209.0,10800714.782070035,7436875.0,7448369.217929965
18479653.0,10849619.0,10849836.780734878,7630034.0,7629816.219265122
4903295.0,14845488.0,14840630.728274053,-9942193.0,-9937335.728274053
1808634.0,3057996.5,2982275.3032358773,-1249362.5,-1173641.3032358773
2015211.0,3057996.5,2982277.552608921,-1042785.5,-967066.5526089212
1947561.0,2269966.25,2302924.763809764,-322405.25,-355363.7638097638
1945256.0,2005035.75,1974098.7832254244,-59779.75,-28842.783225424355
2229768.0,2152997.0,2138198.1502288682,76771.0,91569.84977113176
2350517.0,2628760.75,2616321.8040403556,-278243.75,-265804.8040403556
2551815.0,2426680.25,2410283.474258761,125134.75,141531.52574123908
2752191.0,3579604.0,3514443.458447124,-827413.0,-762252.4584471239
2846835.0,3537242.5,3540622.290016205,-690407.5,-693787.290016205
1853005.0,3307874.75,3296668.7662800024,-1454869.75,-1443663.7662800024
9882658.0,9311181.0,9306184.031736253,571477.0,576473.9682637472
10022349.0,9528809.0,9522780.104135925,493540.0,499568.89586407505
9797057.0,9853118.0,9905970.848249838,-56061.0,-108913.84824983776
9681529.0,9360409.0,9392634.882321022,321120.0,288894.11767897755
9736110.0,9125165.0,9126426.357461553,610945.0,609683.6425384469
9875481.0,9681932.0,9682653.695475474,193549.0,192827.304524526
10030043.0,9317212.0,9310484.164794356,712831.0,719558.8352056444
10171742.0,9331601.0,9308439.440124452,840141.0,863302.5598755479
10387379.0,9255005.0,9241311.743613347,1132374.0,1146067.2563866526
6476133.0,8913035.0,8898594.56544736,-2436902.0,-2422461.5654473603
4572116.0,4953301.0,4916015.850603369,-381185.0,-343899.85060336906
4749856.0,4953301.0,4901621.140328002,-203445.0,-151765.14032800216
4762502.0,4464160.0,4417137.423638725,298342.0,345364.5763612753
4886197.0,5256296.5,5258398.250802114,-370099.5,-372201.2508021137
5155012.0,5260718.5,5263170.536830466,-105706.5,-108158.53683046624
5204366.0,5094324.5,5097605.593958584,110041.5,106760.40604141634
5320270.0,5174837.0,5081658.252495406,145433.0,238611.7475045938
5472903.0,4622574.5,4578868.886773356,850328.5,894034.1132266438
5536163.0,4761223.0,4767049.188177839,774940.0,769113.8118221611
3331163.0,4504769.5,4431871.273429379,-1173606.5,-1100708.2734293789
11850602.0,12310900.0,12371540.161941523,-460298.0,-520938.16194152273
12346389.0,11812978.0,11777120.164591324,533411.0,569268.8354086764
12363739.0,12109699.0,12073915.030340057,254040.0,289823.96965994313
12394009.0,12618214.0,12620049.521362385,-224205.0,-226040.52136238478
12926096.0,11949548.0,11943953.112198664,976548.0,982142.8878013361
13613101.0,11548952.0,11642905.954490047,2064149.0,1970195.045509953
14340572.0,11906012.0,11891991.765511174,2434560.0,2448580.2344888262
15014278.0,11869714.0,11970110.912351772,3144564.0,3044167.087648228
15208644.0,12513219.0,12528931.986340074,2695425.0,2679712.013659926
10636327.0,11979023.0,12081589.261799557,-1342696.0,-1445262.2617995571
22239852.0,23526234.0,23711281.92147494,-1286382.0,-1471429.921474941
24764564.0,24954984.0,24986042.038329802,-190420.0,-221478.03832980245
26806789.0,22637470.0,22791357.495331697,4169319.0,4015431.504668303
28552386.0,25252814.0,25187702.068069417,3299572.0,3364683.931930583
30098178.0,27112624.0,27054939.716509566,2985554.0,3043238.2834904343
30892473.0,27112624.0,27515479.42843416,3779849.0,3376993.5715658404
30959445.0,26468112.0,26858066.11163729,4491333.0,4101378.8883627094
32679129.0,26026452.0,25818965.45466839,6652677.0,6860163.5453316085
33922464.0,28296366.0,28080957.664665658,5626098.0,5841506.335334342
12109817.0,28423032.0,28852062.642592184,-16313215.0,-16742245.642592184
1930606.0,1174570.75,1040596.8548896576,756035.25,890009.1451103424
1916281.0,824774.375,885266.9437243734,1091506.625,1031014.0562756266
2028776.0,1400097.375,1292927.2225808701,628678.625,735848.7774191299
2197448.0,1649277.625,1547124.2593113359,548170.375,650323.7406886641
2271035.0,1470299.75,1415644.9913674104,800735.25,855390.0086325896
2300973.0,1102555.0,943640.3983957996,1198418.0,1357332.6016042004
2357916.0,2385340.25,2332728.6698239855,-27424.25,25187.330176014453
2502898.0,2205911.0,2063091.0446888006,296987.0,439806.9553111994
2725181.0,2211294.0,2148933.368539942,513887.0,576247.631460058
1410560.0,2920596.75,2843905.4801514754,-1510036.75,-1433345.4801514754
9530300.0,6779991.5,6779338.5573010575,2750308.5,2750961.4426989425
10634012.0,6799773.0,6799526.732212714,3834239.0,3834485.267787286
11603135.0,10395163.0,10301035.516930066,1207972.0,1302099.483069934
12008154.0,11015104.0,10915718.6609839,993050.0,1092435.3390161004
12639295.0,12002710.0,12106543.28572486,636585.0,532751.7142751403
13331001.0,12765680.0,12690129.335215941,565321.0,640871.6647840589
13788350.0,12599975.0,12715779.027598197,1188375.0,1072570.9724018034
14483077.0,14627901.0,14535504.53523507,-144824.0,-52427.53523506969
15381216.0,12415263.0,12293411.833430175,2965953.0,3087804.1665698253
6840780.0,12551098.0,12456867.855205653,-5710318.0,-5616087.855205653
2007850.0,2715068.75,2641574.4957390856,-707218.75,-633724.4957390856
2038461.0,2715068.75,2681713.5558317685,-676607.75,-643252.5558317685
2062726.0,2822630.25,2812844.1419068146,-759904.25,-750118.1419068146
2115606.0,2704860.0,2729486.2463305867,-589254.0,-613880.2463305867
2175037.0,2773952.25,2691104.702475112,-598915.25,-516067.70247511193
2151568.0,3097714.0,3023621.75957682,-946146.0,-872053.7595768198
2256170.0,3225623.0,3248679.6938959346,-969453.0,-992509.6938959346
2290230.0,3191613.25,3101699.0938128815,-901383.25,-811469.0938128815
2305426.0,3290329.0,3261151.962619551,-984903.0,-955725.962619551
1309117.0,2851493.0,2800856.9031712604,-1542376.0,-1491739.9031712604
5505710.0,5625496.0,5525506.75847606,-119786.0,-19796.758476059884
5641174.0,5743673.5,5721977.690826618,-102499.5,-80803.69082661811
5659089.0,5725348.5,5703306.599125054,-66259.5,-44217.59912505373
5731300.0,5510992.5,5460237.855850086,220307.5,271062.1441499144
5898113.0,5592007.0,5547454.543693694,306106.0,350658.4563063057
5934985.0,6415595.5,6322711.578713951,-480610.5,-387726.5787139507
5933484.0,6317734.5,6224054.20022971,-384250.5,-290570.20022970997
6228103.0,6236161.5,6224582.815529856,-8058.5,3520.1844701441005
6580240.0,5815596.0,5657096.879074079,764644.0,923143.120925921
3839100.0,6680987.5,6616207.006924753,-2841887.5,-2777107.006924753
5427328.0,6741559.0,6687414.197070942,-1314231.0,-1260086.1970709423
5482783.0,5903953.5,5861672.457244028,-421170.5,-378889.45724402834
5498370.0,6404440.5,6365471.139983519,-906070.5,-867101.139983519
5511549.0,6724831.5,6621756.261070793,-1213282.5,-1110207.2610707926
5748604.0,6404440.5,6291851.632078774,-655836.5,-543247.6320787743
5921024.0,6590095.0,6584523.056884887,-669071.0,-663499.0568848867
6094037.0,6476468.5,6351736.101123623,-382431.5,-257699.10112362262
6193698.0,6213275.5,6160667.601270295,-19577.5,33030.39872970525
6424143.0,6455171.0,6332164.283639976,-31028.0,91978.71636002418
3347916.0,6811408.5,6757055.257520678,-3463492.5,-3409139.2575206785
9837137.0,8813686.0,8568597.140783753,1023451.0,1268539.8592162468
10248435.0,5700586.0,5465952.863098906,4547849.0,4782482.136901094
10467100.0,9245441.0,8927377.318312043,1221659.0,1539722.6816879567
10876022.0,10543459.0,10613111.346114432,332563.0,262910.65388556756
10811087.0,8557928.0,8313248.486894573,2253159.0,2497838.513105427
11297176.0,12112826.0,11841014.219872883,-815650.0,-543838.2198728826
11712951.0,13545080.0,13674674.505821051,-1832129.0,-1961723.505821051
11970809.0,11359481.0,11054503.935439477,611328.0,916305.0645605233
12352555.0,10896780.0,10973508.983313525,1455775.0,1379046.016686475
5370950.0,13545080.0,13287390.0485656,-8174130.0,-7916440.0485656
11072529.0,10674275.0,10423521.232993225,398254.0,649007.7670067754
11270042.0,10896703.0,10645401.495838905,373339.0,624640.5041610952
11488838.0,11522212.0,11612397.959769743,-33374.0,-123559.95976974256
12596064.0,11851639.0,11644225.344474385,744425.0,951838.6555256154
12927219.0,11852553.0,11644187.112279994,1074666.0,1283031.8877200056
12809991.0,10768238.0,10559914.233968915,2041753.0,2250076.7660310846
13579080.0,12167364.0,12270434.504479893,1411716.0,1308645.4955201074
13582066.0,9771398.0,9636139.471024474,3810668.0,3945926.528975526
14196715.0,14274127.0,14162117.021437533,-77412.0,34597.9785624668
6478432.0,13810819.0,13620103.492640821,-7332387.0,-7141671.492640821
3691428.0,4379641.0,4272371.156909956,-688213.0,-580943.1569099557
3679071.0,4436566.0,4300004.046571107,-757495.0,-620933.0465711066
3712014.0,4739427.5,4605350.444257311,-1027413.5,-893336.4442573106
3752945.0,4621427.5,4477878.959095121,-868482.5,-724933.9590951214
3754878.0,4766297.0,4724352.923506684,-1011419.0,-969474.9235066837
3836034.0,5162907.0,5128883.974495649,-1326873.0,-1292849.9744956493
4026514.0,5182578.0,5126490.063632576,-1156064.0,-1099976.0636325758
4018140.0,4826872.5,4764890.62569631,-808732.5,-746750.6256963098
4124156.0,4757103.5,4715107.237413619,-632947.5,-590951.2374136187
2324899.0,4726860.5,4658023.424271895,-2401961.5,-2333124.4242718946
5720336.0,4971765.0,5009964.147898381,748571.0,710371.8521016194
5571861.0,5042540.0,5080081.192759368,529321.0,491779.80724063236
5490251.0,5294094.0,5326765.566313998,196157.0,163485.43368600216
5600377.0,4790263.0,4837781.0993153695,810114.0,762595.9006846305
5746196.0,4993182.5,5018755.205032751,753013.5,727440.794967249
5774139.0,5149597.5,5117083.138566912,624541.5,657055.8614330878
5794226.0,5085670.5,5051898.821650582,708555.5,742327.1783494176
6005613.0,5162650.5,5182247.249882201,842962.5,823365.7501177993
6080534.0,4884683.0,4901514.081232284,1195851.0,1179019.9187677158
4259216.0,5243745.0,5213175.99481345,-984529.0,-953959.9948134497
4958995.0,4686996.5,4584058.612334614,271998.5,374936.3876653863
4981097.0,4824003.5,4780721.677046749,157093.5,200375.3229532512
5048790.0,5399226.5,5369931.257380815,-350436.5,-321141.2573808152
5090781.0,4999347.5,4957431.411180224,91433.5,133349.58881977573
5237738.0,5015511.0,4973600.404946101,222227.0,264137.5950538991
5333806.0,5015511.0,4978591.117494055,318295.0,355214.88250594493
5484928.0,5487110.5,5442201.057403491,-2182.5,42726.94259650912
5686119.0,5540820.5,5514405.845480826,145298.5,171713.15451917425
5932032.0,4972215.5,4909130.953803927,959816.5,1022901.0461960733
3791973.0,5895840.5,5782577.454340957,-2103867.5,-1990604.454340957
1513711.0,2483862.5,2397535.126744031,-970151.5,-883824.126744031
1434628.0,2483862.5,2393492.4847155036,-1049234.5,-958864.4847155036
1727022.0,2483862.5,2394266.6236855155,-756840.5,-667244.6236855155
2040683.0,3457703.0,3483290.7005508286,-1417020.0,-1442607.7005508286
2123360.0,3305711.5,3235903.8076450075,-1182351.5,-1112543.8076450075
2175297.0,2625329.75,2653759.08700815,-450032.75,-478462.0870081498
2255042.0,2850870.75,2823962.021141958,-595828.75,-568920.021141958
2313198.0,3151865.0,3058749.510424868,-838667.0,-745551.5104248682
2368544.0,3351221.5,3306764.2697728113,-982677.5,-938220.2697728113
1388702.0,3351221.5,3282368.953554452,-1962519.5,-1893666.953554452
7752670.0,6804676.5,6767905.231386929,947993.5,984764.7686130712
